LineID,Type,Speaker,Value,Next
pro_325,Text,로아,"<emote=_12/>잘 자, {{Player}}. 오늘도 수고했어.",click
pro_326,FX,,SceneEnd,await
pro_327,Flow,,LoadingScene,await
pro_328,FX,,SceneStart,await
pro_329,Place,,새 학기 2일차 | 침대 위,>
pro_330,FX,,Wait:0.5,await
pro_331,Sound,,BGM:Daily2,>
pro_332,Text,로아,"일어나, {{Player}}! 아침이야!",click
pro_333,Text,로아,오늘 날씨가 얼마나 좋은지 알아? 나도 빨리 나가고 싶다!,click
pro_334,Text,로아,"{{Player}}, 얼른 눈 떠서 얼굴 보여주라!",click
pro_335,Text,,로아는 좋겠다. AI라서 졸리지도 않은 모양이다.,click
pro_336,FX,,EyeOpen,await
pro_337,Text,,억지로 무거운 눈꺼풀을 뜨고 로아와 마주했다.,click
pro_338,Char,,C:Enter:c01:_00:Mob,await
pro_339,Text,,"그래, 좋은 아침...",click
pro_340,Text,,방학 내내 로아만 붙잡고 밤샘을 하도 많이 했더니...\n역시 졸려 죽겠다.,click
pro_341,Text,로아,오늘은 교양 수업의 첫 날이네! 시간표가 교양 수업으로 꽉 찼어.,click
pro_342,Text,로아,"아, 맞다. 오늘 전공 수업 교재 사야 하는 거 잊으면 안 돼!\n오늘 사야 내일 수업 들어갈 때 안 귀찮지!",click
pro_343,Text,{{Player}},...,click
pro_344,Char,,C:Emote:_21:PC,await
pro_345,Text,로아,"으으, 진짜! {{Player}}, 대답해!",click
pro_346,Text,{{Player}},"알았어, 알았어.",click
pro_347,Text,로아,챙겨줘도 대답도 안 하고. 계속 그러면 나 정말...,click
pro_348,Text,로아,"<emote=_41/>아, 맞다! 잠시만, 오늘 조금 춥다고 했어! <emote=Default/Roa_Mob_Default>옷 하나 더 챙겨!",click
pro_349,Text,,"알았어, 알았어.",click
pro_350,Text,로아,"<emote=_12/>좋아, 그럼 출발!",click
pro_351,Text,,핸드폰을 넣고 문을 나섰다.,click
pro_352,Char,,C:Exit,await
pro_353,Flow,,Save,await
pro_354,Place,,수업 시작 전 | 공대 학생복지실,>
pro_355,Sound,,BGM:Daily1,>
pro_356,BG,,bg_20_04:Cut,await
pro_357,Text,,"로아의 말이 정말 맞았다.\n나왔을 때는 따뜻한가 싶더니, 공대 근처에 오니 찬바람이 분다.",click
pro_358,Text,,공대 지하에는 전공 교재를 쌓아놓고 팔면서 프린트도 할 수 있는 곳이 있다.,click
pro_359,Text,,그래서 매 학기 초마다 들러 교재를 사는 곳이다.\n다른 애들은 선배에게 교재를 물려받기도 하는 것 같지만...,click
pro_360,Text,,공부는 새 책으로 해야지. 다들 왜 남이 쓰던 걸 쓰려고 하는거야?,click
pro_361,Text,,"그건 그렇고, 어제 있었던 수업의 교재를 책꽂이에서 찾아야 했다.\n여기 있을 것 같은데...",click
pro_362,Sound,,BGM:Daeun,>
pro_363,Text,서다은,저기!,click
pro_364,Text,,"그 때, 누군가가 부르는 소리에 옆을 바라보았다.",click
pro_365,Char,,C:Enter:Daeun,await
pro_366,Text,서다은,안녕!,click
pro_367,Text,,어제 그 여자애였다.\n강의 시간에 다른 생각을 하고 있던 내게 출석을 알려준 애.,click
pro_368,Text,,"이 애의 존재를 알기는 하지만, 이야기하는 건 고사하고 이렇게 가까이에 있는 것도 어제가 처음이었다.",click
pro_369,Text,서다은,나 기억해? 우리 어제 같은 수업 들었는데.,click
pro_370,Text,{{Player}},"아, 응. 어제는 고마웠어.",click
pro_371,Text,,여자애가 들고 있는 투명 파일에는 큼직하고 정갈한 글씨로 학번과 이름이 써 있었다.,click
pro_372,Text,,컴퓨터공학과 서다은.,click
pro_373,Text,서다은,"고맙기는, 한 것도 없는데.",click
pro_374,Text,서다은,그런데 혹시... 나 알고 있었어?,click
pro_375,Choice,,,>
pro_376,Option,,"응, 알고 있었어.|knew_daeun2",>
pro_377,Option,,"아니, 지금 처음 알았는데.|first_know_daeun",>
knew_daeun2,Text,서다은,<emote=_12/>정말? 신기하다. 나도 {{Player}} 너 알고 있었는데.,click
pro_378,Flow,,Jump:at_bookstore,>
first_know_daeun,Text,서다은,<emote=_11/>그래? 나는 {{Player}} 너 알고 있었는데.,click
pro_379,Flow,,Jump:at_bookstore,>
at_bookstore,Char,,C:Emote:_00,await
pro_380,Text,,나를 알고 있었다는 게 가장 놀라운 일이다.,click
pro_381,Text,,"저런 애는 내 존재조차 몰라야 되는 건데, 왜 알지?",click
pro_382,Text,,다은은 내가 들고 있던 교재를 살짝 보더니 물었다.,click
pro_383,Text,서다은,그런데 지금 그거 사려고?,click
pro_384,Text,{{Player}},응. 그 수업 교재길래.,click
pro_385,Text,서다은,그래? 나 그 과목 학생조교거든. 그래서 말인데...,click
pro_386,Text,서다은,"들고 있는 교재, 지난해 거야.\n올해 개정됐어.",click
pro_387,Text,{{Player}},뭐?,click
pro_388,Text,,다은의 말에 화들짝 놀라 책을 옆의 책꽂이에 쑤셔넣었다.\n전혀 몰랐다.,click
pro_389,Text,,그 모습을 본 다은이 웃음을 터뜨렸다.,click
pro_390,Text,서다은,<emote=_14/>너 되게 웃기다.,click
pro_391,Text,{{Player}},그… 그런가.,click
pro_392,Text,서다은,"<emote=_12/>강의실에서는 수업 전후로도 말 한 마디가 없더니, 이런 면이 있네.",click
pro_393,Text,,재미있다는 듯 나를 바라보는 다은에 머쓱하게 머리를 긁적였다.,click
pro_394,Text,서다은,"<emote=_00/>교수님께서 새 수업 자료 파일 학교 메일로 보내신대.\n그거 봐, 책 사지 말고.",click
pro_395,Text,{{Player}},아… 고마워.,click
pro_396,Text,서다은,"과방 게시판에 붙여 뒀었는데, 못 봤나보네.\n동기들 다 같이 있는 메신저에도 공지해야겠다!",click
pro_397,Text,,과방 게시판에 있었구나.,click
pro_398,Text,,내가 봤을 리가 없다. 우리 과 과방은 안 간지 몇 달이 넘었다.,click
pro_399,Text,,프린트물을 챙긴 다은이 가방에 파일을 넣으며 내게 말했다.,click
pro_400,Text,서다은,앞으로 만나면 인사해도 돼?,click
pro_401,Text,,"뭐라고 대답해야 할 지 고민되었지만, 다은이 웃고 있어서 결국 고개를 끄덕였다.",click
pro_402,Text,{{Player}},응.,click
pro_403,Text,서다은,"그럼 다음에 봐, {{Player}}.\n안녕!",click
pro_404,Char,,C:Exit,await
pro_405,BG,,bg_40_01:Cut,await
pro_406,Sound,,BGM:Daily1,>
pro_407,Text,,"전공 수업이 피곤하다면, 교양 수업은 잠이 온다.\n이번에는 전공 수업 시간표를 신경쓰느라 교양 수업은 대강 넣었더니, 진짜 재미없다.",click
pro_408,Text,,졸기까지 해서인지 어떻게 지나갔는지도 모르겠다.\n게다가 오늘은 동아리 신청을 위해 학생회관까지 들러야 하는 날이다.,click
pro_409,Text,,"그 때, 로아에게서 메시지가 왔다.",click
pro_410,Text,,내가 입력해 둔 내 일정에 맞는 알림 메시지다.,click
pro_411,Char,,C:Enter:c01:_00:Mob,await
pro_412,Text,로아,"중앙동아리 신청서 내러 가야 해, 잊지 마!",click
pro_413,Text,{{Player}},고마워. 벌써 학생회관 앞이야.,click
pro_414,Text,로아,"좋아, 빨리 내고 와서 나하고 놀아줘!",click
pro_415,Char,,C:Exit,await
pro_416,Text,,중앙동아리 자격을 연장하려면 매 학기마다 신청서를 내야 한다.,click
pro_417,Text,,"정말 귀찮은 일이지만, 로아가 탄생한 곳이 알고리즘 메이커 동아리방인 만큼 놓칠 수는 없다.",click
pro_418,Text,,나름 열심히 적은 신청서를 들고 동아리 업무를 하는 동아리연합회 행정실 문을 열었다.,click
pro_419,Place,,동아리 연장 신청 | 학생회관 행정실,>
pro_420,BG,,bg_40_03:Cut,await
pro_421,Text,{{Player}},동아리 연장 하러 왔는데요.,click
pro_422,Text,직원,"네, 신청서 주세요.",click
pro_423,Text,{{Player}},여기요.,click
pro_424,Text,,내가 내민 중앙동아리 연장 신청서를 들여다보던 행정실 직원이 말했다.,click
pro_425,Text,직원,"아, 알고리즘 메이커예요?\n여기 이대로면 동아리 폐지되는데요.",click
pro_426,FX,,CamShake,>
pro_427,Text,{{Player}},네? 뭐라고요?,click
pro_428,Text,직원,동아리 없어진다고요.\n중앙동아리 인정 최소 인원은 동아리 회장 포함 5명이에요.,click
pro_429,Text,직원,지금 알고리즘 메이커는…,click
pro_430,Text,,직원이 신청서와 나를 번갈아 가며 바라보더니 말했다.,click
pro_431,Text,직원,1명이네요.,click
pro_432,Text,,청천벽력 같은 소리였다.\n왜 아무도 이런 걸 말해주지 않은 거야?!,click
pro_433,Text,{{Player}},그러면 어떻게 해야 하죠?,click
pro_434,Text,직원,동아리원을 모아 오셔야죠. 2주 안에 4명 모아오셔서 새로 신청하세요.,click
pro_435,Text,{{Player}},"제가요? 직접요? 아니, 제가 4명을 어떻게 모아요?",click
pro_436,Text,직원,그걸… 왜 저한테?,click
pro_437,Text,{{Player}},"아, 아니… 죄송합니다.",click
pro_438,Text,,어리둥절해 보이는 직원의 표정에 한숨을 푹 내쉬었다.,click
pro_439,Place,,연장 신청 실패! | 캠퍼스,>
pro_440,BG,,bg_40_01:Cut,await
pro_441,Text,,다시 돌려받은 신청서를 가지고 학생회관을 나섰다.,click
pro_442,Text,,4명이나 모아 올 자신이 없는데.\n이제서야 과 생활을 열심히 하지 않은 게 후회된다.,click
pro_443,Text,,한 명도 아니고 5명을 어떻게 모으냐고!\n그것도 2주 안에!,click
pro_444,Text,,터덜터덜 걷고 있는데 뒤에서 누군가가 내 이름을 부르는 소리가 들렸다.,click
pro_445,Text,,"야, {{Player}}!",click
pro_446,Sound,,BGM:Yeun,>
pro_447,Text,,이 학교에서 내 이름을 이렇게 부를 사람이 없는데.,click
pro_448,Text,,의아한 마음으로 고개를 돌리자 전혀 예상치 못한 사람이 서 있었다.,click
pro_449,Char,,C:Enter:Yeun,await
pro_450,Text,하예은,이 시간에 거기서 뭐 하는거야? 그런 얼빵한 얼굴로.,click
pro_451,Text,{{Player}},"얼, 얼빵한 얼굴?",click
pro_452,Text,하예은,"<emote=_12/>그래, 얼빵한 얼굴. 그게 그 얼굴이 아니면 뭔데?",click
pro_453,Text,,내가 그렇게 바보같이 서 있었나.,click
pro_454,Text,{{Player}},그냥 서 있던건데…,click
pro_455,Text,하예은,"<emote=_00/>됐고, 그건 뭐야?",click
pro_456,Text,,예은이 내 손에 들린 것을 가리키며 물었다.\n손에는 아까 행정실에서 받은 중앙동아리 등록신청서 양식이 들려 있었다.,click
pro_457,Text,,"이렇게 해결 불가능할 것 같은 문제에 봉착했으니,\n얼빵한 얼굴이었다고 할지라도 거짓말은 아닐 것이다.",click
pro_458,Text,{{Player}},"아, 이건 중앙동아리 신…",click
pro_459,Text,,대답을 하려다가 머릿속을 스치는 생각에 말을 멈추었다.,click
pro_460,Text,{{Player}},그…,click
pro_461,Text,하예은,뭐?,click
pro_462,Text,{{Player}},"그게, 그러니까…",click
pro_463,Text,하예은,<emote=_21/>말 똑바로 안 해? 답답하게 할래?!,click
pro_464,Text,{{Player}},"아니, 그러니까!\n그, 동아리 하는 거 있어?",click
pro_465,Text,하예은,동아리?,click
pro_466,Text,,예은이 말도 안 되는 소리를 들은 듯 미간을 찌푸렸다.,click
pro_467,Text,,그를 보니 말을 뱉어 놓고도 극심한 후회가 밀려오기 시작했다.,click
pro_468,Text,,이 세상에 태권도 하는 애한테 코딩 동아리를 들어 달라고 하는 멍청이가 또 있을까?,click
pro_469,Text,,10년도 넘어서 다시 만난 어린 시절 친구한테 동아리 들어달라고 해도 되는 건가?\n믿기는 믿을까? 다단계라고 생각하는 거 아니야?,click
pro_470,Text,,마른침을 삼키는데 나를 바라보던 예은이 대수롭지 않게 대답했다.,click
pro_471,Text,하예은,<emote=_00/>아무것도 안 하는데?\n그런 거 안해. 운동하느라 바쁜데 할 시간이 어디 있어.,click
pro_472,Text,{{Player}},"아, 그, 그렇지?",click
pro_473,Text,,아무래도 바쁘긴 하겠지. 애초에 말도 안 되는 거였다.\n누군가에게 갑자기 동아리를 들어 달라는 말을 한 것만으로도 지금 이미 큰 발전을 한 거다.,click
pro_474,Text,,손에 들고 있던 신청서를 접어 가방에 넣으려는데 예은이 말했다.,click
pro_475,Text,하예은,그런데…,click
pro_476,Text,하예은,<emote=_11/>싹싹 빌면 해 줄 수도 있고?,click
pro_477,Text,{{Player}},"뭐? 그게 무슨,",click
pro_478,Text,하예은,이리 줘 봐. 무슨 동아리인지나 보게.,click
pro_479,Text,,말이 끝나기도 예은이 재빠르게 손에 들린 신청서를 낚아챘다.,click
pro_480,Text,,종이를 읽어보던 예은이 의아하다는 듯 말했다.,click
pro_481,Text,하예은,<emote=_00/>알고리즘 코딩? AI?,click
pro_482,Text,하예은,"{{Player}}, 컴퓨터공학과였어?",click
pro_483,Text,,"아, 무슨 과인지도 내가 말을 안 했었나.\n약간 머쓱해져 대답하려는데 그러기도 전에 나를 슥 한번 훑어본 예은이 말했다.",click
pro_484,Text,하예은,"뭐, 그래 보이기는 해.",click
pro_485,Text,{{Player}},무슨 소리야?!,click
pro_486,Text,하예은,"됐고, 나 이런 거 할 줄 몰라. 당연하잖아.\n모르지 않을텐데, 왜 들어와달라고 한 건데?",click
pro_487,Text,{{Player}},그게… 사실 지금 인원이 모자라서 중앙동아리 등록을 못 하게 생겼거든.,click
pro_488,Text,,내 말을 들은 예은이 킥킥 웃으며 말했다.,click
pro_489,Text,하예은,"<emote=_12/>{{Player}}, 친구 없지?",click
pro_490,Text,,윽.\n차마 대답할 수 없는 말에 슬슬 눈을 피하자 예은이 한 번 더 웃더니 말했다.,click
pro_491,Text,하예은,"뭐, 잘됐네. 친구가 없다니.",click
pro_492,Text,하예은,<emote=_13/>너 친구는 나 하나밖에 없는 거잖아?\n예전이나 지금이나 말이지!,click
pro_493,Text,,그 말을 하는 예은은 무언가 굉장히 만족스러워 보였다.,click
pro_494,Text,하예은,좋아!\n내가 특별히 들어가 줄게.,click
pro_495,Text,,예은이 한 말에 귀를 의심했다.,click
pro_496,Text,하예은,"<emote=_11/>어쩔 수 없다니까. 친구가 오로지 나밖에 없다는데 어떡하겠어, 내가 들어가 줘야지.",click
pro_497,Text,,…그런 말은 한 적 없는데.,click
pro_498,Text,,하지만 나는 지금 을이다. 찬밥 더운밥 가릴 때가 아니라는 말이다.\n예은이 마음을 바꾸기 전에 빨리 가입신청서부터 받아야겠다.,click
pro_499,Text,,"급하게 아까 행정실에서 몇 장 챙겨나왔던 가입신청서를 가방에서 꺼내고,\n볼펜 하나도 같이 꺼냈다.",click
pro_500,Text,,만족스러운 웃음이 아직 남아있는 예은이 볼펜을 받아들고 말했다.,click
pro_501,Text,하예은,다리 올려.,click
pro_502,Text,{{Player}},뭐라고?,click
pro_503,Text,하예은,<emote=_21/>다리 올리라고!\n그럼 내가 허공에 대고 이걸 쓰라고?!,click
pro_504,Text,{{Player}},"그렇다고 무슨 다리를,",click
pro_505,Text,하예은,"<emote=_21/>아씨, 답답하게 진짜!",click
pro_506,Char,,C:Exit,await
pro_507,CG,,cg_c03_01,click
pro_508,FX,,DialogueShow,await
pro_509,Text,,예은이 덥석 내 왼쪽 무릎 뒤편에 손바닥을 대고 잡아올려 옆의 화단에 올려두었다.\n그러고는 망설임 없이 가입신청서를 내 허벅지에 올려두고는 작성하기 시작했다.,click
pro_510,Sound,,SFX:볼펜소리,>
pro_511,Text,하예은,"태권도…학과, 이름, 하…예, 은.",click
pro_512,Text,,작은 목소리로 하나하나 칸을 채워가는 예은의 손이 움직일 때마다\n다리 위에서 볼펜이 지나가는 자국이 간지러웠다.,click
pro_513,Text,하예은,가입동기?\n이건 뭐라고 써야 돼?,click
pro_514,Text,,예은이 뭔가를 고민하는 듯 한곳에서 볼펜을 툭툭 두드렸다.\n여전히 간지러운 느낌이 들었다.,click
pro_515,Text,,"하지만 그만하라고 말하면 예은이 또 화를 낼 것 같았기 때문에,\n아예 다른 생각을 하기 시작했다.",click
pro_516,Text,,이제 한 명 구해서 어느 세월에 부원 수를 다 채우지?\n공개적으로 구하는 수밖에 없나?,click
pro_517,Text,하예은,응? 뭐라고 써야 하냐고.,click
pro_518,Text,,어디서 구하지? 학교 커뮤니티?\n아니면 차라리 학생회관에 전단지라도 붙일까.,click
pro_519,CG,,Close,await
pro_520,Char,,C:Enter:Yeun,await
pro_521,FX,,CamShake,>
pro_522,Text,하예은,{{Player}}!,click
pro_523,Text,{{Player}},어?,click
pro_524,Text,,한참을 다른 생각을 하던 중 예은이 이름을 외치는 소리에 정신을 차렸다.,click
pro_525,Text,하예은,<emote=_00/>가입동기에 뭐라고 쓰냐고.\n회장이라는 자식이 친구 하나 없어서 울고 있는 모습이 불쌍해서 그렇다고 할 수는 없잖아!,click
pro_526,Text,{{Player}},"그, 운동하다 보니 AI에 관심이 생겼다고 대충 써.\n어차피 제대로 안 볼 거야.",click
pro_527,Text,하예은,<emote=_21/>제대로 보지도 않을 거면서 동아리 등록은 왜 안 시켜주는거야?\n어이가 없네.,click
pro_528,Text,,예은이 중얼거리며 가입동기 칸에 몇 문장을 휘갈겨 썼다.,click
pro_529,Text,하예은,자.,click
pro_530,Text,,예은이 자신만만한 얼굴로 신청서를 내 가슴팍에 내밀며 말했다.,click
pro_531,Text,하예은,"<emote=_11/>보아하니 내가 첫 번째 부원인 것 같은데, 그런 만큼 제대로 모시라고!",click
pro_532,Text,{{Player}},응. 고마워. 너 아니었으면 지금 진짜로 큰일날 뻔했어.,click
pro_533,Text,,예은의 신청서를 다시 파일에 끼우고 가방에 넣으며 대답했다.,click
pro_534,Text,,그러자 예은은 당황한 듯 얼굴이 달아올랐다.,click
pro_535,Text,하예은,"<emote=_34/>그, 그… 별 것도 아닌데 뭐가 그렇게 진지하게 고마운데?!",click
pro_536,Text,,혹시 고맙다는 말로는 뭐가 부족한가?\n모시는 게 존댓말을 쓰라는 뜻은 아니었겠지?,click
pro_537,Text,{{Player}},그럼 고마워하지 말아야 해?,click
pro_538,Text,하예은,당연히 고마워해야지!,click
pro_539,Text,,내 말에 예은이 버럭 소리쳤다.,click
pro_540,Text,{{Player}},그러면 왜…,click
pro_541,Text,하예은,"<emote=_00/>돼, 됐어! 나 간다! 너 좋아서 등록해준 거 아니고 불쌍해서니까!",click
pro_542,Text,,예은은 휙 돌아섰다가 다시 돌아보고는 아까보다는 작아진 목소리로 말했다.,click
pro_543,Text,하예은,"나 매주 수요일에는 운동 길게 하니까, 수요일에 뭐 하자고 하기만 해.\n수요일 빼라고 했다!",click
pro_544,Text,{{Player}},알았어. 수요일에 활동 등록 안 할게.,click
pro_545,Text,,내 말에 예은은 뾰로통한 얼굴로 고개를 까딱이고는 몸을 돌려 빠르게 뛰어갔다.,click
pro_546,Char,,C:Exit,await
pro_547,Text,,"그 때나 지금이나, 달리기는 여전히 과도하게 빠르다.",click
pro_548,Text,,생각보다 대화를 길게 해서인지 어쩐지 지친다. 오늘 집 가기 전에는...,click
pro_549,Flow,,Value:Schedule,>
pro_550,Place,,새 학기 2일차 밤 | 자취방,>
pro_551,Sound,,BGM:Roa,>
pro_552,BG,,bg_10_03:Cut,await
pro_553,Text,,집에 도착한 지 얼마 되지 않아 핸드폰에서 짧은 진동이 울렸다.,click
pro_554,Char,,C:Enter:c01:_00:Mob,await
pro_555,Text,로아,"{{Player}}, 동아리 등록 신청은 잘 했어? 궁금해!",click
pro_556,Text,{{Player}},잘 못 했어. 인원수가 부족하면 신청이 안 되는지 몰랐거든.,click
pro_557,Text,{{Player}},4명을 구해야 한대.,click
pro_558,Text,{{Player}},그래도 1명 구했어.,click
pro_559,Text,로아,"<emote=_41/>엑, 진짜?",click
pro_560,Text,로아,그런데 어떻게 이렇게 빨리 구한거야? 대단해!,click
pro_561,Text,{{Player}},길 가다가 하예은을 만나서.,click
pro_562,Text,{{Player}},안해줄 것 같았는데 의외로 해 주더라고.,click
pro_563,Text,로아,<emote=_11/>예은이라면 오랜만에 만났다는 그 친구지?,click
pro_564,Text,로아,착한 친구잖아! 다행이야. 그럼 앞으로 4명인가? 힘내보자!,click
pro_565,Char,,C:Exit,await
pro_566,BG,,bg_10_06:Cross,await
pro_567,Text,,하지만 솔직히 영 감이 오지 않는다.\n3명을 어디서 더 구하는 게 좋지?,click
pro_568,Text,,로아의 코드를 이것저것 살펴보다가도 그 생각에 좀처럼 집중하기가 어려웠다.,click
pro_569,Text,,"그러다 보니 시간이 흐르는 걸 눈치채지 못했는데, 어느새 어두워졌다.",click
pro_570,Char,,C:Enter:c01:_00:Mob,await
pro_571,Text,로아,"{{Player}}, 벌써 새벽 1시야. 자야지!",click
pro_572,Text,,새벽 1시라고? 그 말에 시계를 바라보니 정말로 1시가 훌쩍 넘어 있었다.,click
pro_573,Text,{{Player}},잠이 안 와서. 좀 더 볼 것도 있고.,click
pro_574,Text,로아,언제까지? 내일 수업도 있는데. 늦게 자지 않기로 약속했잖아!,click
pro_575,Text,{{Player}},그런 약속 한 적 없는데…,click
pro_576,Text,로아,<emote=_21/>어쨌든!,click
pro_577,Text,{{Player}},진짜 금방 잘 거야. 한 시간만 있다가 잘게.,click
pro_578,Text,로아,거짓말! 이러면 보통 밤 새던데? 그럼 나도 안 자!,click
pro_579,Text,,뾰로통한 표정이 귀엽기는 한데 어이가 없다.\n깨어 있어서 뭘 할 수 있다고 안 잔다는 말을 하지?,click
pro_580,Text,,뭔가 강아지가 조는 걸 보는 기분이다.,click
pro_581,Text,,"옆에 있는 음료수 병을 집어들었는데 병도 비었다.\n귀찮기는 하지만, 잠시 숨 좀 돌릴 겸 나갔다 올까.",click
pro_582,Text,,편의점을 가기 위해 자리에서 일어나 기지개를 켰다.,click
pro_583,Char,,C:Exit,await
pro_584,Place,,밤 | 집 앞 편의점,>
pro_585,Sound,,BGM:Daily2,>
pro_586,BG,,bg_60_01:Fade,await
pro_587,Text,,학기 초라 그런지 늦은 시간인데도 제법 사람 많은 거리를 지나 편의점에 도착했다.,click
pro_588,Text,,"늘 먹는 음료수가 진열된 냉장고 앞에 섰는데, 남은 게 3개밖에 없다.",click
pro_589,Text,,잠시 고민하다가 3개를 전부 집어들었다.\n자주 먹는 거라 냉장고에 넣어둘 생각이었다.,click
pro_590,Text,,"왜 이건 큰 병으로는 안 나오지.\n인터넷에서는 다들 이게 그렇게 맛없다는데, 나는 이 이상의 음료수를 찾지 못했다.",click
pro_591,Text,,3개를 모두 계산하고 그냥 손에 들고 나왔다.,click
pro_592,Text,,서둘러 집으로 걸음을 옮기려는데 뒤에서 누군가가 나를 붙잡았다.,click
pro_593,Sound,,BGM:Heewon,>
pro_594,Char,,C:Enter:Heewon,await
pro_595,Text,도희원,저기요!,click
pro_596,Text,,뒤를 돌아보자 화려한 외모의 여자가 서 있었다.\n있는대로 꾸민 신입생들이 가득한 거리에서도 단연 눈에 띌 정도였다.,click
pro_597,Text,도희원,<emote=음주>그거 저도 사고 싶은데요.,click
pro_598,Text,,앞뒤 없는 말과 술냄새에 잠깐 당황했지만 이내 여자가 뭘 보고 있었는지 알았다.\n내가 아니라 음료수 보고 있던 거구나.,click
pro_599,Text,,하지만 그래서 뭐라고 하는건지는 모르겠어서 되물었다.,click
pro_600,Text,{{Player}},근데요?,click
pro_601,Text,도희원,한 개만... 양보하면 안돼요?,click
pro_602,Text,{{Player}},제가 먼저 샀는데요.,click
pro_603,Text,도희원,"아는데요, 저도 그거 먹고 싶으니까 한 개만 양보해 달라고요.",click
pro_604,Text,{{Player}},저는 3개 먹고 싶은데요.,click
pro_605,Text,도희원,"<emote=_21/>씨이, 지금 다 먹을 거에요?\n<emote=_00/>그거 아니면 한 개만 다시 환불해주세요. 제가 사가게.",click
pro_606,Text,,좀 귀찮은데. 술도 취한 것 같고.\n진짜 이 음료수 좋아하는 건 맞나?,click
pro_607,Text,도희원,저 지금 술 먹어서 속 안 좋거든요?\n저 이럴 때 그거 아니면 속 안 가라앉는다고요.,click
pro_608,Text,,내 생각을 읽은 듯 여자가 말했다.,click
pro_609,Text,,그런데 이걸 해장으로 쓴다고?\n나도 나지만 저 여자도 진짜 특이하다.,click
pro_610,Text,도희원,제가 그쪽 음료수를 뺏겠다는 게 아니잖아요.\n남은 걸 다 가져가면 어떡해요?,click
pro_611,Text,도희원,이거 안 그래도 다들 잘 안 들여놓는데. 그쪽도 좋아하면 알 거 아니에요!,click
pro_612,Text,,맞는 말이긴 하다. 호불호가 워낙 갈려서 잘 안 들여놓는다.,click
pro_613,Text,,그런데 그래서 나도 이 편의점으로 굳이 온 거였다.\n학교 편의점에는 있지도 않다.,click
pro_614,Text,도희원,"아, 진짜! 학교 편의점에도 없는데!",click
pro_615,Text,,저 여자도 우리 학교인가?\n나이가 들어보인다기보다는 워낙 화려해서 학생이 아닌 줄 알았다.,click
pro_616,Text,,여자는 답답하다는 듯 머리를 넘기며 한숨을 쉬더니 물었다.,click
pro_617,Text,도희원,"하… 저기요, 이 학교 다녀요?",click
pro_618,Text,{{Player}},네.,click
pro_619,Text,도희원,"저도 여기 학생이거든요?\n제가 다음에 뭐라도 도와줄테니까, 환불이고 뭐고 됐고 그냥 저한테 파세요.",click
pro_620,Text,,여자는 핸드폰을 꺼내 송금 창을 띄운 채 내게 내밀었다.,click
pro_621,Text,도희원,지금 토하기 일보직전이니까 빨리 계좌번호 찍어요.\n토하는 거 보고 싶어요?,click
pro_622,Text,,저렇게까지 말하니 더 거절하기는 좀 그랬다.,click
pro_623,Text,,"너무 적은 금액이라 받기도 조금 민망했지만,\n이제 와서 그냥 주기는 더 이상해서 그냥 계좌번호를 입력했다.",click
pro_624,Text,,이내 핸드폰에 진동 알림이 왔다.\n한 손으로 핸드폰을 꺼내는 사이 여자는 내 품에서 한 캔을 휙 집어갔다.,click
pro_625,SD,,sd_c04_01,await
pro_626,Text,,바로 캔을 따 몇 모금을 마신다. 그러자마자 언제 짜증냈었냐는 듯 얼굴이 한껏 밝아진다.,click
pro_627,SD,,Close,await
pro_628,Text,도희원,"<emote=_12/>하아, 이제 좀 낫네.",click
pro_629,Text,,[경영도희원] 이라고 입력된 입금자명에 다시 여자를 바라보았다.\n되게… 경영학과같지 않네.,click
pro_630,Text,,한 번 더 마시던 여자가 나와 눈이 마주쳤다.,click
pro_631,Text,도희원,"<emote=_00/>입금자명 확인했죠?\n거짓말한 거 아니니까, 나중에 보면 아는 척이라도 하세요.",click
pro_632,Text,,그럴 일은 없을 것 같다.\n이런 사람들과는 가까워질 일이 전혀 없다.,click
pro_633,Text,,다은과는 또 다른 의미로 전혀 나와는 다른 사람이었다.\n대충 고개만 끄덕이자 여자는 나를 좀 더 뜯어보더니 픽 웃었다.,click
pro_634,Text,도희원,"그런데 뭐, 아는 척을… 할 수 있으면 하세요.\n상경대에서는 본 적 없는 얼굴이라, 할 일이 있을지는 모르겠지만.",click
pro_635,Text,,그 말을 마지막으로 캔을 비운 여자가 빈 캔을 다시 내게 쥐어주었다.,click
pro_636,Text,도희원,"<emote=_11/>그럼 갈게요, {{Player}}씨?\n제가 500원 더 보냈으니까 이것까지 부탁 좀. 쓰레기통 보면 속 다시 안 좋을까봐.",click
pro_637,Text,,"뭐야, 내 이름은 어떻게 알았지?",click
pro_638,Text,,순간적으로 당황해 뭐라 대답도 못 했다.\n내가 말도 못 하는 사이 여자는 손까지 흔들며 사라졌다.,click
pro_639,Text,도희원,"<emote=음주>그럼, 갈게요!",click
pro_640,Char,,C:Exit,await
pro_641,Text,,졸지에 빈 캔을 들고 서 있게 됐다.\n뭐 저런 여자가 다 있어.,click
pro_642,Text,,"아직 화면이 꺼지지 않은 핸드폰을 보니, 아까 입금할 때 계좌 정보가 떠 있었다.",click
pro_643,Text,,이름도 이거 보고 안 거잖아. 진짜 이상한 여자다.,click
pro_644,Text,,...그 와중에 돈도 덜 보냈다. 200원이나.,click
